,distance,drainage_delta
94175,1037184.109,2527.1
94176,363709.0603,11950
94177,719654.1775,2382
94178,2879083.968,1776
94179,987864.3552,2549.88
94180,1129819.152,2371
94181,274505.2999,2434
94182,3103696.298,1340
94183,734145.9763,3450
94184,1008954.311,
94185,853733.958,2534.7
94186,978684.241,
94187,1064736.752,
94188,1215438.075,
94189,494743.0107,
94190,2451162.082,1930
94191,895506.7086,
94192,527614.4953,2470.199997
94193,986423.9578,2549.46
94194,292247.6787,2235
94195,528996.9198,2382
94196,2326323.001,4340
94197,866950.0539,2518.9
94198,945056.4063,1799
94199,2128158.768,1763
94200,2509167.508,2339
94201,2819436.023,12150
94202,867136.8395,1965
94203,1142979.897,2425
94204,411692.2051,
94205,2056920.553,11350
94206,1258660.238,1080
94207,2044597.637,2396
94208,392454.1629,2455.599998
94209,3388379.417,2513
94210,226115.2827,
94211,2201061.733,2319
94212,1401204.492,9850
94213,512472.1881,6510
94214,308239.8909,90
94215,2193097.947,530
94216,2337839.529,13050
94217,2104616.429,1130
94218,494051.0194,2115
94219,997649.9011,
94220,888570.4278,2415
94221,3255747.524,2526
94222,538103.2822,207167.5
94223,767684.9769,
94224,1289898.042,2542.75
94225,766034.1588,2548.63
94226,2154185.647,2436
94227,271459.9019,1986
94228,2541676.09,2516.099998
94229,566847.3236,209450
94230,560241.5707,
94231,560056.5708,1850
94232,320867.156,
94233,0,0
94234,1618253.216,370
94235,409960.8041,440
94236,787440.4085,2544.6
94237,788039.5159,2548.73
94238,426592.1919,1230
94239,2306238.612,2535.3
94240,2526139.292,2050
94241,2444830.312,2159.5
94242,2147398.018,280
94243,2460533.733,1975
94244,2387696.603,2156.200001
94245,625605.817,24220
94246,2037739.508,1806
94247,2586506.173,2167
94248,2977637.51,2160.4
94249,1196552.329,1720
94250,2349437.794,520
94251,2371399.971,2179.66
94252,2990623.96,
94253,1135800.161,3240
94254,2506556.572,2139.599998
94255,2318928.513,11820
94256,2164153.853,1813
94257,2509507.547,3370
94258,950843.3702,1991
94259,811466.6227,8920
94260,1819438.165,1241
94261,1378944.268,1710
94262,1765022.412,
94263,1472585.544,13342
94264,2304276.616,
94265,1637989.522,13820
94266,1932484.954,2102.800003
94267,1268603.539,2177.91
94268,2497724.732,1665
94269,819417.6636,2176.83
94270,2837244.146,1861
94271,699472.1706,2012
94272,687244.2823,2001
94273,2582258.008,
94274,734574.6771,400
94275,2623106.458,1913
94276,836228.6705,1885
94277,2962661.888,
94278,1400012.622,1590
94279,662932.0061,2172.75
94280,2310570.106,2168.1
94281,1678491.021,1310
94282,2543681.143,2165.8
94283,1487320.809,1793
94284,2582908.133,2089.300003
94285,827450.7256,1975
94286,1894005.68,1958
94287,2827410.648,2052
94288,1860721.984,
94289,1399655.369,270
94290,1049474.527,2043
94291,2319727.135,
94292,2007033.095,
94293,1986208.652,
94294,927236.0991,2380
94295,1797257.612,
94296,729044.9845,1852
94297,954793.4005,2047
94298,2101564.875,17420
94299,2491232.559,
94300,889886.2815,2330
94301,2298498.618,2162.6
94302,2600827.555,2143.599998
94303,1942673.987,1556
94304,1809394.298,2008
94305,1343519.075,1041
94306,1576482.795,2050
94307,3264695.449,480
94308,1409238.282,30
94309,2139071.469,1695
94310,2724068.46,2900
94311,3049137.396,
94312,1372515.46,1100
94313,2674949.515,1797
94314,2438522.424,2147.400002
94315,2817427.159,
94316,1949338.626,2210
94317,2101483.242,2179.48
94318,944591.7577,1771
94319,1478932.572,1608
94320,2473056.558,3630
94321,849657.336,2135.799999
94322,2539500.975,
94323,3064843.893,2840
94324,2742317.972,2177.15
94325,3525341.056,680
94326,2373005.309,1908
94327,754431.9953,1130
94328,2587010.363,2136
94329,1435755.152,1600
94330,817108.9659,3020
94331,789349.1634,1406
94332,2701321.525,2170
94333,1326008.389,130
94334,1685665.591,2103.900002
94335,3054008.146,
94336,2739295.232,2116.299999
94337,2751121,2110.099998
94338,1393016.419,
94339,1018214.11,2107.699997
94340,2101575.741,2174.04
94341,2994923.706,1827
94342,752577.7523,2167.5
94343,461587.4574,2115.199997
94344,3146815.316,1460
94345,2350561.645,2100.699997
94346,440491.7997,
94347,902896.4915,110
94348,1927337.159,1779
94349,1559133.187,
94350,2459681.028,4710
94351,2322501.832,600
94352,2577429.864,1995
94353,2619693.501,2142.700001
94354,1620229.495,630
94355,2102440.328,
94356,2856349.864,2126.599998
94357,1672684.221,2033
94358,1676537.302,2138.900002
94359,2309703.394,1942
94360,1051388.444,2300
94361,1254788.577,45920
94362,1934789.914,
94363,941219.2586,23420
94364,734773.5254,2004
94365,2817961.189,2159.200001
94366,303738.415,11120
94367,406002.4688,2177.91
94368,2356492.702,1950
94369,1171000.016,1384
94370,1852678.5,1385
94371,2361015.798,2135.700001
94372,849839.5158,590409
94373,2622135.027,
94374,1361503.926,1889
94375,2053311.72,1941
94376,2611703.251,2172.2
94377,1343524.277,780
94378,2878627.251,
94379,2351938.639,940
94380,921389.3123,2127.200001
94381,2242493.156,
94382,2918759.848,5510
94383,2542999.947,1874
94384,689241.3985,
94385,1846880.807,2151
94386,776174.127,1680
94387,2226447.268,1543
94388,1101530.492,1431
94389,2086953.294,2005
94390,2113201.272,350
94391,1577587.986,2118.599998
94392,670783.8896,450
94393,2588383.513,2151
94394,2110158.135,1802
94395,976264.809,1864
94396,1598720.83,2029
94397,2120159.376,2126.099998
94398,1964604.078,1824
94399,2325355.236,2172.51
94400,1146175.617,2121.400002
94401,1801994.523,1393
94402,878117.9006,1240
94403,2067941.991,1941
94404,809404.9351,34820
94405,2515153.395,1950
94406,1309760.221,2172.23
94407,932992.0561,470
94408,1686549.537,18520
94409,2242734.683,1955
94410,1068003.47,2118.099998
94411,2476659.589,2089.300003
94412,1748771.594,2140.099998
94413,1055840.882,
94414,2462089.713,2164.2
94415,849631.5456,1483
94416,904117.0941,2039
94417,1327779.284,
94418,1450024.196,1592
94419,1068514.246,1347
94420,2078584.953,2061
94421,1053943.619,2097.099998
94422,2595343.929,140
94423,403097.5878,6860
94424,3226608.545,13320
94425,2508998.142,1998
94426,2575591.404,950
94427,2356989.769,2152.799999
94428,1952932.91,1997
94429,2507616.458,2037
94430,522647.4897,2016
94431,152546.9967,1980
94432,1988662.912,1366.799988
94433,2247703.4,
94434,637348.136,4310
94435,575228.2772,330
94436,887967.2878,23520
94437,2091839.294,990
94438,2503094.742,2077
94439,1949286.353,1899
94440,1310616.804,41920
94441,1804973.26,
94442,1093335.165,2157.1
94443,750738.7226,1248
94444,2735643.593,
94445,2209457.79,17820
94446,2339253.896,2179.46
94447,1329696.506,970
94448,555084.1726,170
94449,1174520.308,9120
94450,878952.5297,1869
94451,705906.8128,540
94452,2598532.665,
94453,2360969.283,1224
94454,2343262.884,
94455,2210797.557,470
94456,335985.9328,1942
94457,663352.5978,2179.03
94458,1052226.65,2118.599998
94459,2488639.959,2530
94460,2206976.442,1934
94461,1111896.367,1294
94462,1170327.166,16720
94463,1600318.687,2081.599998
94464,852348.7484,16220
94465,2831809.796,
94466,2492628.861,1882
94467,2449312.965,2155.299999
94468,2238308.12,260
94469,2606221.245,18120
94470,2543081.819,1792
94471,2603259.953,190
94472,2488951.007,1885
94473,996930.4944,1795
94474,434183.5036,1545
94475,2078346.618,550
94476,982167.2686,30
94477,2681015.208,2125.599998
94478,1554189.906,2032
94479,2414606.476,1375
94480,813371.959,60
94481,2344314.648,2100
94482,679831.2703,2012
94483,370504.2165,1240
94484,787953.2561,1923
94485,2535552.345,2157.1
94486,1810692.409,12320
94487,2334942.568,2012
94488,1310230.285,1406
94489,662213.8,2179.88
94490,2747471.693,2001
94491,1543787.546,2064
94492,1491360.542,970
94493,2203624.476,3820
94494,2611675.688,
94495,2471340.73,2164.7
94496,2596488.442,
94497,2680696.07,
94498,2829719.114,
94499,2068763.966,
94500,862535.6194,2300
94501,2508230.085,
94502,2116477.496,2100.199997
94503,664092.4898,2179.46
94504,1866515.226,1865
94505,2097443.476,2012
94506,959559.0235,4710
94507,2484462.094,2148.9
94508,2560865.632,1429
94509,560004.2079,1393
94510,892633.7734,1969
94511,1212663.292,12520
94512,2481480.079,1595
94513,2701628.601,2055
94514,1999051.088,
94515,515003.6432,11720
94516,2233633.49,1450
94517,681013.7217,2026
94518,1359034.801,2085.599998
94519,1803544.72,2143
94520,1770421.077,
94521,699395.5012,1949
94522,2910479.027,10220
94523,1105788.409,6880
94524,1924716.228,280
94525,805866.5203,900
94526,724027.8265,13420
94527,487297.2472,1500
94528,1126024.132,1745
94529,2598735.278,
94530,2503906.008,2045
94531,1657794.962,2156
94532,1380378.943,207537.5
94533,2376304.291,
94534,2843058.122,2172.75
94535,2375602.565,2178.63
94536,758028.9901,2066
94537,1888032.52,1616
94538,932995.1473,2146.099998
94539,1346928.716,209820
94540,2177741.61,
94541,2119819.323,2220
94542,1828383.561,
94543,1618253.216,370
94544,0,0
94545,1955465.691,70
94546,873040.0021,2174.6
94547,2394001.448,2178.73
94548,1192445.205,860
94549,791243.3715,2165.3
94550,653053.868,1980
94551,555479.3795,2089.5
94552,268743.3368,210
94553,591667,1905
94554,561295.0905,2086.200001
94555,1349001.407,24290
94556,465217.7393,1736
94557,675852.6231,2097
94558,1049348.04,2090.4
94559,912661.4437,1650
94560,542311.8484,450
94561,588989.3199,2109.66
94562,1035591.552,
94563,946301.9655,3310
94564,648648.8557,2069.599998
94565,400931.799,11890
94566,364377.4838,1743
94567,598148.1345,3440
94568,1089462.293,1921
94569,2711475.646,8990
94570,312649.6621,1171
94571,755056.6168,1780
94572,2687405.598,
94573,549453.96,13412
94574,520791.4789,
94575,3420002.498,13890
94576,3725189.454,2032.800003
94577,2957159.24,2107.91
94578,581740.4077,1595
94579,2597894.432,2106.83
94580,940728.6686,1791
94581,1395342.328,1942
94582,2536707.415,1931
94583,636750.4454,
94584,2689686.162,330
94585,686964.3175,1843
94586,2612795.99,1815
94587,1011792.435,
94588,701475.4844,1520
94589,1360545.624,2102.75
94590,508774.6595,2098.1
94591,573558.1799,1380
94592,646598.0071,2095.8
94593,724461.2563,1723
94594,667673.849,2019.300003
94595,2745553.764,1905
94596,188905.3189,1888
94597,916784.5083,1982
94598,2706160.313,
94599,3275481.656,200
94600,2994540.955,1973
94601,536830.0344,
94602,3776977.997,
94603,3631589.796,
94604,2332759.704,2450
94605,508567.855,
94606,2590358.646,1782
94607,2908312.281,1977
94608,1325098.269,17490
94609,600921.2892,
94610,1193919.226,2400
94611,569905.507,2092.6
94612,670679.99,2073.599998
94613,3675672.589,1486
94614,548522.9373,1938
94615,3225946.939,971
94616,573696.2548,2120
94617,1513894.657,410
94618,3286608.687,40
94619,302325.1779,1625
94620,813776.176,2970
94621,1149198.389,
94622,3310722.722,1030
94623,805869.8875,1727
94624,578697.042,2077.400002
94625,957019.5612,
94626,501072.788,2280
94627,397421.2262,2109.48
94628,2897450.937,1701
94629,542193.7913,1538
94630,1547702.683,3700
94631,2641725.735,2065.799999
94632,652275.5283,
94633,1402841.811,2910
94634,843629.0683,2107.15
94635,2146657.447,610
94636,480278.634,1838
94637,2707000.186,1060
94638,703568.1008,2066
94639,636117.2659,1670
94640,2635167.861,3090
94641,2639043.622,1336
94642,774780.7595,2240
94643,769208.3674,200
94644,3612999.733,2033.900002
94645,1141907.56,
94646,870239.6797,2046.299999
94647,862308.2238,2040.099998
94648,3294018.842,
94649,2962813.377,2037.699997
94650,395951.8165,2104.04
94651,1049908.882,1757
94652,2596261.224,2097.5
94653,2376010.631,2045.199997
94654,2152872.247,1530
94655,544066.1083,2030.699997
94656,2320279.014,
94657,2857720.241,40
94658,51605.4875,1709
94659,564730.4927,
94660,504215.4923,4780
94661,368028.2993,530
94662,726200.0479,1925
94663,665753.7468,2072.700001
94664,3561714.953,560
94665,504327.6044,
94666,906473.2778,2056.599998
94667,3568899.471,1963
94668,3594099.959,2068.900002
94669,354968.4124,1872
94670,1048195.19,2370
94671,1148872.083,45990
94672,382501.0937,
94673,2844944.085,23490
94674,2591135.68,1934
94675,945614.8867,2089.200001
94676,2258488.91,11190
94677,2266428.804,2107.91
94678,500738.6619,1880
94679,821645.2642,1314
94680,420575.1727,1315
94681,572118.5069,2065.700001
94682,2517234.244,590479
94683,737827.6442,
94684,3208636.852,1819
94685,505048.359,1871
94686,658262.2413,2102.2
94687,729262.5495,710
94688,976405.9966,
94689,478639.4173,870
94690,2873414.752,2057.200001
94691,485956.0216,
94692,1070342.905,5580
94693,656277.5138,1804
94694,2583842.417,
94695,456833.9858,2081
94696,2608605.735,1610
94697,462929.0397,1473
94698,918910.0842,1361
94699,498568.6424,1935
94700,439147.9762,280
94701,445481.857,2048.599998
94702,2573143.806,380
94703,677917.9186,2081
94704,3878682.148,1732
94705,2930499.849,1794
94706,3382938.406,1959
94707,516051.7758,2056.099998
94708,496718.2016,1754
94709,421321.9178,2102.51
94710,3059853.325,2051.400002
94711,500476.4565,1323
94712,2780965.583,1310
94713,142399.6885,1871
94714,2458154.584,34890
94715,606282.4937,1880
94716,3234122.358,2102.23
94717,1039027.811,400
94718,710763.1084,18590
94719,408568.6141,1885
94720,3009333.819,2048.099998
94721,615068.6814,2019.300003
94722,494948.216,2070.099998
94723,936390.0602,
94724,577748.3276,2094.2
94725,2634016.748,1413
94726,2858950.795,1969
94727,2914040.352,
94728,539446.681,1522
94729,965060.2026,1277
94730,483360.0929,1991
94731,2991074.583,2027.099998
94732,1447242.277,70
94733,2231369.95,6930
94734,1400368.04,13390
94735,650091.1163,1928
94736,687644.2578,880
94737,556336.0354,2082.799999
94738,425293.3067,1927
94739,625665.4576,1967
94740,2454931.646,1946
94741,1931011.781,2050
94742,418902.5999,1296.799988
94743,493931.2517,
94744,1366596.88,4380
94745,2485471.606,260
94746,2823283.844,23590
94747,306383.1455,920
94748,557163.4706,2007
94749,116301.1856,1829
94750,728026.4159,41990
94751,521917.387,
94752,3047510.853,2087.1
94753,2703156.743,1178
94754,845472.2585,
94755,537868.3604,17890
94756,550743.661,2109.46
94757,837145.9392,900
94758,2502744.133,100
94759,2207483.296,9190
94760,2826736.433,1799
94761,2513085.747,470
94762,650623.2325,
94763,424516.079,1154
94764,557140.1142,
94765,350851.8033,400
94766,2290954.726,1872
94767,1357766.688,2109.03
94768,2990018.641,2048.599998
94769,549336.4137,2600
94770,435014.2183,1864
94771,939029.4555,1224
94772,3039021.623,16790
94773,3520045.537,2011.599998
94774,1103303.32,16290
94775,881360.0196,
94776,612570.5385,1812
94777,547786.007,2085.299999
94778,586066.6788,330
94779,845816.4169,18190
94780,701009.6384,1722
94781,655757.103,120
94782,559238.0238,1815
94783,2945034.814,1725
94784,2353268.339,1475
94785,463147.3729,480
94786,2885705.092,40
94787,820864.2816,2055.599998
94788,3492371.834,1962
94789,504702.0803,1305
94790,2756514.446,130
94791,574640.8178,2030
94792,2565833.286,1942
94793,2321720.114,1310
94794,2662642.268,1853
94795,628242.4113,2087.1
94796,172028.9144,12390
94797,517319.8162,1942
94798,3167769.41,1336
94799,1360017.632,2109.88
94800,863558.2283,1931
94801,416454.9906,1994
94802,3419429.913,900
94803,328878.6769,3890
94804,664161.9058,
94805,609469.8536,2094.7
94806,692800.3211,
94807,817205.3992,
94808,968144.7379,
94809,500477.1731,
94810,2756130.176,2370
94811,681820.4425,
94812,484342.6441,2030.199997
94813,1358801.841,2109.46
94814,428605.531,1795
94815,530101.7654,1942
94816,2568273.655,4780
94817,584904.98,2078.9
94818,708342.51,1359
94819,2487136.082,1323
94820,2834798.121,1899
94821,3131500.501,12590
94822,562193.5844,1525
94823,752765.9507,1985
94824,432715.4968,
94825,2420306.564,11790
94826,982328.6045,1520
94827,2302352.373,1956
94828,801764.7831,2015.599998
94829,3679926.945,2073
94830,465388.4578,
94831,2573534.134,1879
94832,996363.3159,10290
94833,871932.2423,6950
94834,292125.963,350
94835,2579241.527,970
94836,2679492.307,13490
94837,2434835.175,1570
94838,842534.6285,1675
94839,649958.74,
94840,587643.4312,1975
94841,3557214.201,2086
94842,656640.0824,207607.5
94843,591302.9427,
94844,897973.0786,2102.75
94845,586010.7172,2108.63
94846,2538746.656,1996
94847,292772.2394,1546
94848,2887709.431,2076.099998
94849,695262.0385,209890
94850,326090.4331,
94851,164506.9573,2290
94852,528688.727,
94853,409960.8041,440
94854,1955465.691,70
94855,0,0
94856,1171975.944,2104.6
94857,618018.2271,2108.73
94858,796495.4282,790
94859,2678038.308,2095.3
94860,1680169.71,124.5999999
94861,1605748.881,15.0999999
94862,1406067.506,1894.6
94863,1615575.045,199.5999999
94864,1536654.757,18.39999914
94865,268306.5786,26394.6
94866,1174869.24,368.5999999
94867,1750202.371,7.599999905
94868,2141825.524,14.20000029
94869,323770.2919,454.5999999
94870,1496641.839,1654.6
94871,1514132.192,5.060000092
94872,2184348.923,
94873,264125.2299,5414.6
94874,1657677.469,35.00000143
94875,1494358.225,13994.6
94876,1320038.853,361.5999999
94877,1763324.794,5544.6
94878,84167.35905,183.5999999
94879,1682587.683,11094.6
94880,978074.1045,933.5999999
94881,508589.155,3884.6
94882,2244885.991,
94883,821289.7357,15516.6
94884,1449784.481,
94885,2488612.765,15994.6
94886,2788924.593,71.79999685
94887,2078796.079,3.310000181
94888,1665965.591,509.5999999
94889,1426812.954,2.230000019
94890,1990772.378,313.5999999
94891,223368.693,162.5999999
94892,1373574.596,173.5999999
94893,1765526.087,
94894,1578595.654,1774.6
94895,1798268.789,261.5999999
94896,1441533.978,289.5999999
94897,2178624.444,
94898,535464.844,584.5999999
94899,211318.2134,1.849999905
94900,1458559.509,6.499999523
94901,809580.5357,3484.6
94902,1703856.691,8.799999714
94903,614701.8651,381.5999999
94904,1748491.08,85.29999685
94905,1596062.514,199.5999999
94906,1071185.687,216.5999999
94907,1985973.893,122.5999999
94908,2310995.849,
94909,2270153.143,1904.6
94910,1915549.764,131.5999999
94911,1464498.746,
94912,2858129.756,
94913,2797400.669,
94914,1573778.446,4554.6
94915,930624.9481,
94916,1428146.395,322.5999999
94917,1787089.004,127.5999999
94918,1794060.889,19594.6
94919,1650911.358,
94920,60140.8828,4504.6
94921,1437381.861,11.99999952
94922,1772946.29,31.00000143
94923,2782357.291,618.5999999
94924,939757.1788,166.5999999
94925,2214710.352,1133.6
94926,713088.134,4224.6
94927,2621852.711,1694.6
94928,2279995.107,2144.6
94929,1303676.628,479.5999999
94930,1980885.062,5074.6
94931,2315703.697,
94932,2240431.384,1074.6
94933,1824295.905,377.5999999
94934,1592236.868,27.19999838
94935,1962160.299,
94936,1082436.135,4384.6
94937,1248084.537,4.880000114
94938,1774664.32,403.5999999
94939,644385.9359,566.5999999
94940,2150437.72,5804.6
94941,1470984.536,38.80000067
94942,1696860.865,
94943,2460911.076,5014.6
