,distance,drainage_delta
92909,1241773.135,207290
92910,1077393.471,211754
92911,251478.632,211114
92912,2367182.935,193100
92913,2858897.974,211901.6
92914,549185.4631,193600
92915,1520474.744,
92916,1153713.838,211702
92917,1241693.598,211975.3
92918,893869.3403,209560
92919,1260749.328,191700
92920,1384714.915,211612
92921,1342064.5,210010
92922,1253830.955,211705
92923,2307467.974,211615
92924,1771106.675,211365
92925,1021544.362,210370
92926,2225314.316,209850
92927,1510908.325,211945.6
92928,2841431.728,211852
92929,1199282.828,211195
92930,2116848.423,209760
92931,1227561.978,211920
92932,2003716.318,211832
92933,1717173.397,208580
92934,2107676.16,211743
92935,1202661.651,211977.1
92936,525330.9456,197500
92937,1186199.775,211832
92938,2492121.438,211226
92939,871868.2914,211999.88
92940,1557591.72,211821
92941,315702.2459,211884
92942,2763021.843,210790
92943,875058.4274,206000
92944,1350333.795,
92945,1296220.844,211984.7
92946,1387772.733,
92947,1507830.937,
92948,1659986.399,
92949,1037858.033,
92950,2094871.402,207520
92951,1360512.789,
92952,1057065.383,211920.2
92953,871491.9489,211999.46
92954,849950.8072,211685
92955,1073161.648,211832
92956,1876034.647,205110
92957,1278876.935,211968.9
92958,1394889.772,211249
92959,1902235.329,211213
92960,2193288.044,211789
92961,2473546.446,197300
92962,1257454.841,211415
92963,1390395.055,211875
92964,951837.0152,
92965,1846185.982,198100
92966,984405.6353,208370
92967,1615942.413,211846
92968,718920.8385,211905.6
92969,3004057.483,211963
92970,792903.8039,
92971,2017006.326,211769
92972,1573316.117,199600
92973,479007.2416,202940
92974,813366.632,209540
92975,2062927.008,208920
92976,2061031.531,196400
92977,1804418.438,208320
92978,436940.5789,211565
92979,1335151.559,
92980,1282896.986,211865
92981,2888364.745,211976
92982,38758.2194,2282.5
92983,1251530.48,
92984,1524531.509,211992.75
92985,1247747.109,211998.63
92986,2018123.002,211886
92987,782086.5481,211436
92988,2272979.04,211966.1
92989,0,0
92990,997043.0208,
92991,846088.1001,207600
92992,887676.0372,
92993,566847.3236,209450
92994,1346928.716,209820
92995,695262.0385,209890
92996,758492.5495,211994.6
92997,1276220.138,211998.73
92998,476211.3986,210680
92999,2117519.549,211985.3
93000,354229.6254,
93001,267298.8778,
93002,448975.363,
93003,288618.8551,
93004,239155.9645,
93005,1555637.754,
93006,278232.7273,
93007,409208.312,
93008,801110.5319,
93009,1041756.864,
93010,216627.5002,
93011,262923.2298,
93012,854524.3858,
93013,1089587.668,
93014,341203.8074,
93015,162933.1659,
93016,65765.60133,
93017,606272.245,
93018,1258374.044,
93019,2958012.74,
93020,364527.1938,
93021,858862.7489,
93022,3009572.824,
93023,854501.9437,
93024,195861.3114,
93025,3694481.52,
93026,3999999.608,
93027,3238856.845,
93028,323476.7573,
93029,2759403.199,
93030,662102.745,
93031,1561366.553,
93032,2715055.668,
93033,433525.4387,
93034,2905967.04,
93035,457739.4197,
93036,2773389.991,
93037,878757.7509,
93038,817280.1732,
93039,1546413.722,
93040,182709.3984,
93041,587781.5064,
93042,366112.1519,
93043,786719.351,
93044,406539.0319,
93045,2938086.226,
93046,287500.4367,
93047,649779.6299,
93048,3030085.21,
93049,3531912.489,
93050,3225987.979,
93051,211453.3325,
93052,4055525.136,
93053,3924056.314,
93054,2626190.163,
93055,473820.5023,
93056,2769854.295,
93057,3120110.181,
93058,1623257.096,
93059,314002.5151,
93060,1351472.931,
93061,252969.7147,
93062,431079.5413,
93063,3958621.862,
93064,494409.3913,
93065,3480524.569,
93066,647812.8224,
93067,1550431.823,
93068,3542745.368,
93069,38869.29582,
93070,784366.2891,
93071,1098559.317,
93072,3546749.041,
93073,508020.6768,
93074,270010.4853,
93075,657685.8184,
93076,370409.0324,
93077,162151.1561,
93078,3108350.175,
93079,701879.6464,
93080,1814019.282,
93081,2804446.253,
93082,363418.3444,
93083,1491234.039,
93084,565894.8734,
93085,2288911.6,
93086,195656.8037,
93087,2932129.875,
93088,412675.5547,
93089,764274.6345,
93090,2803568.95,
93091,2814435.329,
93092,724727.5822,
93093,893857.6929,
93094,3854908.122,
93095,1076878.973,
93096,573581.531,
93097,577391.472,
93098,3544080.322,
93099,3194510.214,
93100,160593.0224,
93101,933288.1916,
93102,2771499.522,
93103,2574812.842,
93104,2377844,
93105,218361.4363,
93106,2512473.777,
93107,3072344.088,
93108,315102.4234,
93109,653992.5419,
93110,388998.8122,
93111,273093.4788,
93112,417884.6163,
93113,497613.5976,
93114,3796184.852,
93115,273204.5039,
93116,784789.1537,
93117,3821518.325,
93118,3839887.59,
93119,269796.756,
93120,1190949.475,
93121,1468410.216,
93122,294363.5544,
93123,3091620.066,
93124,2769438.985,
93125,651924.815,
93126,2481245.917,
93127,2456898.064,
93128,604243.0086,
93129,1009414.899,
93130,381009.4549,
93131,246028.6186,
93132,2661842.046,
93133,448090.796,
93134,3470647.617,
93135,305845.9434,
93136,487163.356,
93137,1035933.463,
93138,702407.7533,
93139,570890.6459,
93140,3099092.785,
93141,171440.6637,
93142,1077086.27,
93143,367083.6168,
93144,2772031.216,
93145,407107.367,
93146,2780961.448,
93147,149992.2672,
93148,1091109.594,
93149,277218.4736,
93150,195949.2897,
93151,601158.1209,
93152,2763787.749,
93153,411046.3321,
93154,4157993.227,
93155,3153016.335,
93156,3656816.033,
93157,274710.2653,
93158,356682.2003,
93159,155027.1544,
93160,3304952.575,
93161,465439.4938,
93162,3027381.339,
93163,188563.447,
93164,2735168.001,
93165,338311.6513,
93166,3476215.083,
93167,1245115.902,
93168,1035046.24,
93169,82721.30011,
93170,3243050.574,
93171,308504.0527,
93172,496423.2643,
93173,1208162.779,
93174,285479.7146,
93175,2795431.37,
93176,3073595.36,
93177,3205031.742,
93178,727746.8657,
93179,1131989.415,
93180,267188.1255,
93181,3226918.824,
93182,1683440.803,
93183,2417796.18,
93184,1397423.591,
93185,343186.5261,
93186,399838.9086,
93187,230431.0107,
93188,721024.4723,
93189,332341.683,
93190,2657767.473,
93191,2135364.766,
93192,275724.3603,
93193,179103.2112,
93194,1559858.79,
93195,2680411.429,
93196,3059402.348,
93197,95992.16004,
93198,498738.7044,
93199,256109.3073,
93200,882086.2,
93201,478062.2456,
93202,3269974.861,
93203,2928454.26,
93204,561307.432,
93205,249564.3369,
93206,224758.3083,
93207,934282.6182,
93208,2731599.38,
93209,2519038.385,
93210,3033087.053,
93211,2683383.388,
93212,454139.3936,
93213,224493.8628,
93214,231184.5723,
93215,507860.9701,
93216,2509299.949,
93217,1544367.802,
93218,3225537.749,
93219,336864.6514,
93220,124860.1847,
93221,1229424.713,
93222,3295415.923,
93223,3764809.782,
93224,1332367.991,
93225,759469.9692,
93226,659080.1086,
93227,272097.6762,
93228,796427.5317,
93229,945375.8063,
93230,388330.3205,
93231,457440.8728,
93232,324595.6369,
93233,3174284.19,
93234,2553969.385,
93235,246883.3216,
93236,3132722.463,
93237,518827.2457,
93238,3728717.24,
93239,240925.6223,
93240,2988630.349,
93241,249521.3433,
93242,2752135.001,
93243,2535797.779,
93244,2843599.035,
93245,635692.1668,
93246,491864.4244,
93247,192197.1874,
93248,3427435.392,
93249,1546303.854,
93250,575398.8832,
93251,692320.7652,
93252,3660557.611,
93253,481014.0063,
93254,465217.4671,
93255,302883.8917,
93256,418753.6989,
93257,516703.631,
93258,669526.8406,
93259,291146.3069,
93260,3004607.934,
93261,363521.0402,
93262,242464.921,
93263,1544812.732,
93264,375461.5142,
93265,303751.3179,
93266,2851495.48,
93267,306771.5056,
93268,400102.9888,
93269,2687473.116,
93270,3067650.456,
93271,3375223.593,
93272,309504.1851,
93273,650255.822,
93274,278608.3836,
93275,2615463.345,
93276,1242261.588,
93277,2577556.887,
93278,897732.5472,
93279,3938256.818,
93280,465021.1798,
93281,2756609.296,
93282,940644.4868,
93283,1072298.146,
93284,262531.7792,
93285,2740437.936,
93286,2897999.559,
93287,2663563.347,
93288,1052013.434,
93289,456692.1657,
93290,329582.5337,
93291,3808854.898,
93292,959346.43,
93293,265212.5165,
93294,792726.0446,
93295,259951.9133,
93296,2702901.352,
93297,297210.4406,
93298,3101910.528,
93299,997043.0208,
93300,0,
93301,262375.2864,
93302,468452.8053,
93303,560241.5707,
93304,2177741.61,
93305,326090.4331,
93306,1342499.085,
93307,291947.7075,
93308,986825.7771,
93309,2861908.875,
93310,528929.8962,4270
93311,430020.9326,4379.5
93312,190428.5285,2500
93313,473504.863,4195
93314,465462.9416,4376.200001
93315,1513327.802,22000
93316,490850.4276,4026
93317,534283.9405,4387
93318,895142.536,4380.4
93319,1066224.987,3940
93320,457562.1517,2740
93321,508561.7961,4399.66
93322,871721.3875,
93323,1102730.823,1020
93324,531245.0809,4359.599998
93325,271063.3084,9600
93326,321518.1282,4033
93327,450821.5811,1150
93328,1250366.43,4211
93329,2873664.212,6700
93330,424483.2162,3461
93331,901460.8272,510
93332,2808850.992,
93333,700069.9964,11122
93334,449876.6607,
93335,3576051.557,11600
93336,3881002.52,4322.800003
93337,3111096.649,4397.91
93338,441021.3773,3885
93339,2759867.277,4396.83
93340,798161.5129,4081
93341,1556632.705,4232
93342,2700105.537,4221
93343,479021.407,
93344,2854098.113,2620
93345,533394.9755,4133
93346,2774682.791,4105
93347,847801.0965,
93348,849963.2345,3810
93349,1523724.5,4392.75
93350,431496.722,4388.1
93351,689261.8476,910
93352,512244.6302,4385.8
93353,859361.9688,4013
93354,524285.4536,4309.300003
93355,2909770.227,4195
93356,297029.8955,4178
93357,769890.3513,4272
93358,2822888.996,
93359,3435893.086,2490
93360,3158174.704,4263
93361,463589.2504,
93362,3931570.383,
93363,3780563.799,
93364,2482310.379,160
93365,603433.028,
93366,2753853.701,4072
93367,3072789.933,4267
93368,1364407.565,15200
93369,472048.4345,
93370,1353650.991,110
93371,513582.2324,4382.6
93372,520255.8576,4363.599998
93373,3828738.046,3776
93374,637878.9426,4228
93375,3386708.272,3261
93376,708533.1761,170
93377,1386658.345,2700
93378,3447069.716,2250
93379,258208.5364,3915
93380,661829.2491,680
93381,996101.0765,
93382,3473901.779,3320
93383,676269.0979,4017
93384,465792.8054,4367.400002
93385,825542.8986,
93386,555503.0703,10
93387,392603.0326,4399.48
93388,3061939.205,3991
93389,697568.6362,3828
93390,1551850.262,1410
93391,2803841.92,4355.799999
93392,522052.28,
93393,1294877.088,620
93394,702314.0541,4397.15
93395,2066748.853,2900
93396,359286.1458,4128
93397,2871086.476,3350
93398,572569.9688,4356
93399,786418.4471,620
93400,2797814.079,800
93401,2802263.352,3626
93402,618267.1341,50
93403,920540.3586,2090
93404,3775486.466,4323.900002
93405,986084.1634,
93406,738481.9435,4336.299999
93407,724032.7787,4330.099998
93408,3455491.564,
93409,3126435.467,4327.699997
93410,390917.3166,4394.04
93411,887047.2987,4047
93412,2759453.979,4387.5
93413,2540373.069,4335.199997
93414,2123493.57,760
93415,459356.5949,4320.699997
93416,2484398.864,
93417,3022154.583,2330
93418,199407.6244,3999
93419,703653.2346,
93420,339945.6133,2490
93421,205829.6645,2820
93422,606755.8168,4215
93423,502904.3006,4362.700001
93424,3724985.901,2850
93425,509907.3879,
93426,742768.8862,4346.599998
93427,3729878.045,4253
93428,3756099.144,4358.900002
93429,192465.8796,4162
93430,1205083.724,80
93431,1279303.518,43700
93432,444989.7185,
93433,3007060.327,21200
93434,2754549.418,4224
93435,810710.8728,4379.200001
93436,2422765.089,8900
93437,2430455.932,4397.91
93438,385607.1446,4170
93439,983772.5049,3604
93440,507487.7132,3605
93441,491222.0229,4355.700001
93442,2677183.435,588189
93443,605086.2796,
93444,3367967.286,4109
93445,527312.3536,4161
93446,495765.8491,4392.2
93447,876595.1381,3000
93448,831383.1359,
93449,357138.6369,3160
93450,3037442.291,4347.200001
93451,433566.7528,
93452,930584.0805,3290
93453,526077.0098,4094
93454,2747840.844,
93455,542522.8516,4371
93456,2771576.908,3900
93457,412354.4992,3763
93458,1079607.837,3651
93459,509064.8803,4225
93460,434111.6887,2570
93461,597931.7232,4338.599998
93462,2737253.205,2670
93463,536367.4549,4371
93464,4032972.097,4022
93465,3094673.51,4084
93466,3539184.677,4249
93467,516543.5249,4346.099998
93468,546642.216,4044
93469,299446.0512,4392.51
93470,3222098.233,4341.400002
93471,594777.6363,3613
93472,2943141.489,980
93473,111085.2282,4161
93474,2614059.711,32600
93475,468135.8454,4170
93476,3396682.64,4392.23
93477,1203104.278,2690
93478,805064.0887,16300
93479,333547.4228,4175
93480,3172785.749,4338.099998
93481,498447.1192,4309.300003
93482,602670.9372,4360.099998
93483,1096558.48,
93484,453230.6284,4384.2
93485,2795998.244,3703
93486,3023384.633,4259
93487,3064191.295,
93488,699697.8121,3812
93489,1125258.486,3567
93490,495652.5971,4281
93491,3154346.88,4317.099998
93492,1425376.169,2360
93493,2395173.59,4640
93494,1260246.829,11100
93495,532170.5473,4218
93496,555468.8622,3170
93497,472532.8861,4372.799999
93498,466607.7349,4217
93499,499230.6556,4257
93500,2619389.214,4236
93501,2095438.437,240
93502,460952.7091,3586.799988
93503,441121.0014,
93504,1530305.25,2090
93505,2649732.387,2550
93506,2986577.137,21300
93507,294316.1189,3210
93508,395811.6738,4297
93509,213229.5916,4119
93510,884703.1458,39700
93511,613962.7099,
93512,3211670.647,4377.1
93513,2867235.248,3468
93514,707149.4613,
93515,509094.8313,15600
93516,472980.4887,4399.46
93517,982965.5891,3190
93518,2666668.676,2390
93519,2344714.093,6900
93520,2991241.908,4089
93521,2675844.166,2760
93522,491442.1105,
93523,278139.0219,3444
93524,479479.6449,
93525,259472.5603,2690
93526,2455360.419,4162
93527,1520999.364,4399.03
93528,3153320.408,4338.599998
93529,396565.6516,310
93530,387008.6884,4154
93531,1093549.879,3514
93532,3199535.987,14500
93533,3682199.417,4301.599998
93534,1267733.167,14000
93535,717558.6723,
93536,477630.8895,4102
93537,416475.9728,4375.299999
93538,540051.4322,1960
93539,737532.0032,15900
93540,586550.0305,4012
93541,496761.5492,2410
93542,411854.7746,4105
93543,3108833.922,4015
93544,2517674.74,3765
93545,474028.5474,2770
93546,3047759.871,2250
93547,693842.306,4345.599998
93548,3655481.981,4252
93549,371490.8755,3595
93550,2920154.55,2160
93551,501325.984,4320
93552,2729731.155,4232
93553,2486200.226,980
93554,2826254.865,4143
93555,481582.7524,4377.1
93556,321938.9611,10100
93557,431284.0721,4232
93558,3327603.561,3626
93559,1523228.615,4399.88
93560,726944.9365,4221
93561,579063.5036,4284
93562,3582053.464,3190
93563,232787.3838,1600
93564,505096.4622,
93565,493142.34,4384.7
93566,553729.7895,
93567,689158.0102,
93568,836016.0911,
93569,517331.6812,
93570,2918036.837,80
93571,574722.5677,
93572,482957.2523,4320.199997
93573,1521989.79,4399.46
93574,510681.6232,4085
93575,539524.014,4232
93576,2721961.289,2490
93577,452428.456,4368.9
93578,589402.6379,3649
93579,2651549.546,3613
93580,2998362.213,4189
93581,3293895.263,10300
93582,420527.5973,3815
93583,589552.6367,4275
93584,471120.1269,
93585,2584563.384,9500
93586,980149.3624,770
93587,2458953.596,4246
93588,946872.9439,4305.599998
93589,3839835.692,4363
93590,570756.0994,
93591,2737251.64,4169
93592,841173.7704,8000
93593,1035371.059,4660
93594,365853.8021,1940
93595,2741172.853,1320
93596,2843846.66,11200
93597,2598784.703,720
93598,1006502.408,3965
93599,490296.0295,
93600,446537.0513,4265
93601,3718356.701,4376
93602,807330.231,205317.5
93603,509528.2522,
93604,735400.8388,4392.75
93605,503024.8443,4398.63
93606,2700952.797,4286
93607,381957.7245,3836
93608,3052150.029,4366.099998
93609,846088.1001,207600
93610,262375.2864,
93611,0,0
93612,614611.1819,
93613,560056.5708,1850
93614,2119819.323,2220
93615,164506.9573,2290
93616,1333305.318,4394.6
93617,536559.3887,4398.73
93618,958789.0428,3080
93619,2841830.764,4385.3
93620,750955.5821,
93621,695010.5005,
93622,785158.2129,
93623,690978.9637,
93624,601785.6445,
93625,1204919.294,
93626,224752.7347,
93627,838193.1316,
93628,1218592.64,
93629,638178.2774,
93630,559330.3035,
93631,566944.0055,
93632,1310711.508,
93633,695805.8308,
93634,723315.3672,
93635,630610.6161,
93636,419994.1964,
93637,1048073.881,
93638,878977.6887,
93639,2631841.523,
93640,224127.0738,
93641,451299.7452,
93642,2906408.638,
93643,780922.3187,
93644,510326.2357,
93645,3412311.43,
93646,3716246.696,
93647,2977169.249,
93648,768465.8031,
93649,2339083.506,
93650,1053277.778,
93651,1164558.484,
93652,2309135.775,
93653,894834.597,
93654,2538070.779,
93655,907911.4752,
93656,2352263.941,
93657,1345556.593,
93658,428844.3417,
93659,1170954.622,
93660,524635.9371,
93661,150245.6939,
93662,786505.9807,
93663,352240.4221,
93664,840520.0939,
93665,2543613.4,
93666,339783.5151,
93667,1056805.969,
93668,2944204.891,
93669,3216508.608,
93670,2874679.045,
93671,522853.759,
93672,3779524.928,
93673,3683461.055,
93674,2403563.334,
93675,39825.33183,
93676,2364471.948,
93677,2744851.449,
93678,1785904.769,
93679,734933.065,
93680,955040.1311,
93681,484496.7789,
93682,877570.6194,
93683,3693426.392,
93684,26006.20156,
93685,3162369.432,
93686,255834.271,
93687,1994438.1,
93688,3226742.622,
93689,435874.6434,
93690,1242282.69,
93691,1563722.488,
93692,3199229.604,
93693,882868.533,
93694,665708.3942,
93695,1012186.919,
93696,124187.1844,
93697,324726.7162,
93698,2732149.815,
93699,401269.2509,
93700,2046030.921,
93701,2384724.097,
93702,773890.6647,
93703,1909488.183,
93704,966673.7855,
93705,2672319.408,
93706,640506.2971,
93707,2575190.941,
93708,812807.122,
93709,401870.0729,
93710,2388373.66,
93711,2405038.571,
93712,1186410.472,
93713,502399.637,
93714,3513821.541,
93715,1543765.385,
93716,942812.9068,
93717,966837.0146,
93718,3217890.296,
93719,2843830.25,
93720,325661.9994,
93721,1401274.259,
93722,2362329.843,
93723,2190572.146,
93724,2672722.667,
93725,559947.3972,
93726,2122042.803,
93727,2700837.148,
93728,478349.7732,
93729,278146.839,
93730,854541.8926,
93731,727093.8267,
93732,782974.3888,
93733,964132.1874,
93734,3444774.479,
93735,281930.4833,
93736,1252963.911,
93737,3497466.184,
93738,3504782.149,
93739,720332.7881,
93740,789217.1355,
93741,1389508.952,
93742,177520.0747,
93743,2764170.418,
93744,2362989.39,
93745,1018870.417,
93746,2127002.553,
93747,2065405.9,
93748,1000065.378,
93749,676984.5001,
93750,108694.3393,
93751,560583.2499,
93752,2230150.057,
93753,845052.0602,
93754,3165742.183,
93755,229818.6954,
93756,953472.8291,
93757,937345.3667,
93758,1096919.117,
93759,971711.9232,
93760,2741194.044,
93761,448209.3447,
93762,1528365.123,
93763,776525.6615,
93764,2374777.122,
93765,72609.75157,
93766,2369237.431,
93767,439291.5229,
93768,729118.8711,
93769,266777.5316,
93770,316546.3434,
93771,342925.7275,
93772,2369026.398,
93773,839624.5622,
93774,3883028.362,
93775,2790529.656,
93776,3373683.132,
93777,298282.4235,
93778,140511.1043,
93779,617046.3304,
93780,2972914.412,
93781,41703.044,
93782,2700219.737,
93783,504461.2814,
93784,2469458.417,
93785,774437.7535,
93786,3138108.392,
93787,912654.8004,
93788,1108130.943,
93789,494524.8096,
93790,2894743.486,
93791,699617.7284,
93792,94473.99085,
93793,993359.9262,
93794,704867.3095,
93795,2374769.12,
93796,2702101.915,
93797,2967183.034,
93798,459443.2389,
93799,759959.1174,
93800,261999.6704,
93801,2881773.935,
93802,1965560.428,
93803,2022755.74,
93804,1854057.699,
93805,726109.5193,
93806,806304.8039,
93807,562474.7129,
93808,925658.0561,
93809,741710.6577,
93810,2276947.115,
93811,1764282.232,
93812,197013.535,
93813,451066.9434,
93814,1192374.284,
93815,2290867.37,
93816,2716282.653,
93817,374897.0517,
93818,957070.8412,
93819,418723.503,
93820,526239.8182,
93821,25416.35212,
93822,2906420.388,
93823,2571776.111,
93824,953509.8915,
93825,391041.2689,
93826,541812.8512,
93827,511975.8944,
93828,2382033.553,
93829,2361538.764,
93830,2652374.231,
93831,2270758.194,
93832,916439.2891,
93833,692940.4689,
93834,544157.9293,
93835,864462.4492,
93836,2148895.927,
93837,1169820.181,
93838,2879940.607,
93839,800129.1347,
93840,429661.2966,
93841,1057925.34,
93842,2982073.475,
93843,3428630.24,
93844,1026958.847,
93845,1227711.243,
93846,1086811.617,
93847,711028.6787,
93848,1114755.405,
93849,1351982.537,
93850,746878.6099,
93851,919146.4169,
93852,781630.2679,
93853,2820445.445,
93854,2172056.048,
93855,268491.593,
93856,2805383.857,
93857,883364.228,
93858,3380374.297,
93859,692604.2095,
93860,2640567.607,
93861,538373.101,
93862,2353248.155,
93863,2169671.18,
93864,2438902.541,
93865,1078735.709,
93866,582965.1292,
93867,553087.4217,
93868,3118648.911,
93869,1171320.643,
93870,959891.8798,
93871,589419.7642,
93872,3319617.132,
93873,839349.9882,
93874,926462.9299,
93875,695211.7557,
93876,839417.5178,
93877,884915.6145,
93878,1024466.357,
93879,247031.6932,
93880,2681020.18,
93881,707659.2071,
93882,302703.4139,
93883,1169580.05,
93884,103929.7383,
93885,271724.152,
93886,2598421.329,
93887,738232.2826,
93888,768642.4723,
93889,2303573.138,
93890,2719797.961,
93891,3040434.837,
93892,759365.7482,
93893,1118159.316,
93894,199521.7655,
93895,2226869.888,
93896,1492980.441,
93897,2310522.301,
93898,478148.2138,
93899,3623151.705,
93900,95570.53273,
93901,2354630.653,
93902,1405607.562,
93903,749108.1842,
93904,248807.3349,
93905,2320023.468,
93906,2532935.533,
93907,2314725.989,
93908,744590.5153,
93909,919686.6847,
93910,774026.4832,
93911,3483277.676,
93912,858893.2739,
93913,572270.7217,
93914,1261153.63,
93915,573528.9966,
93916,2285096.596,
93917,237546.0094,
93918,2729636.529,
93919,887676.0372,
93920,468452.8053,
93921,614611.1819,
93922,0,
93923,320867.156,
93924,1828383.561,
93925,528688.727,
93926,959826.1392,
93927,584598.4385,
93928,661121.9206,
93929,2459737.724,
93930,908200.7307,2420
93931,826860.1731,2529.5
93932,672357.8025,650
93933,842491.9217,2345
93934,772470.211,2526.200001
93935,995429.9464,23850
93936,456165.6805,2176
93937,969445.5352,2537
93938,1361288.057,2530.4
93939,506376.5984,2090
93940,735960.897,890
93941,763126.4639,2549.66
93942,1396992.641,
93943,545156.8186,2870
93944,889566.3185,2509.599998
93945,707784.1861,11450
93946,546544.436,2183
93947,1006845.306,3000
93948,703361.2174,2361
93949,2403823.633,8550
93950,203601.495,1611
93951,345344.543,1340
93952,2590884.579,
93953,463188.2997,12972
93954,693131.9455,
93955,3156895.687,13450
93956,3462104.8,2472.800003
93957,2710151.532,2547.91
93958,882411.3359,2035
93959,2211947.114,2546.83
93960,1219114.912,2231
93961,1009028.378,2382
93962,2160922.757,2371
93963,978194.2158,
93964,2345739.619,770
93965,1012352.003,2283
93966,2226373.283,2255
93967,1395556.725,
93968,291524.435,1960
93969,988058.0723,2542.75
93970,696724.1085,2538.1
93971,249381.9898,940
93972,925682.2089,2535.8
93973,328464.9058,2163
93974,966543.8378,2459.300003
93975,2380309.661,2345
93976,283788.1001,2328
93977,1209371.55,2422
93978,2626614.039,
93979,2981524.959,640
93980,2667127.483,2413
93981,709305.8722,
93982,3521172.608,
93983,3407714.495,
93984,2117624.23,2010
93985,281377.205,
93986,2215413.355,2222
93987,2559937.554,2417
93988,1503883.935,17050
93989,873119.0067,
93990,801652.5942,1960
93991,699226.2062,2532.6
93992,987953.9277,2513.599998
93993,3429312.093,1926
93994,321008.8378,2378
93995,2929231.434,1411
93996,187909.2504,1680
93997,1920040.949,850
93998,2992182.7,400
93999,521436.9734,2065
94000,1220875.195,2530
94001,1555763.037,
94002,2988633.899,1470
94003,1058269.945,2167
94004,820803.3666,2517.400002
94005,1203229.938,
94006,399718.8359,1840
94007,492448.9924,2549.48
94008,2548213.862,2141
94009,143084.718,1978
94010,1788830.935,3260
94011,2256504.276,2505.799999
94012,921248.9167,
94013,1797394.102,2470
94014,1124064.969,2547.15
94015,2508544.498,1050
94016,755864.8945,2278
94017,2372484.04,1500
94018,968857.7872,2506
94019,226642.706,1230
94020,2253200.97,2650
94021,2261426.322,1776
94022,1178319.777,1800
94023,360547.9384,240
94024,3298142.422,2473.900002
94025,1546136.754,
94026,1123112.274,2486.299999
94027,1133164.593,2480.099998
94028,2990566.282,
94029,2635714.478,2477.699997
94030,492256.5341,2544.04
94031,1440053.612,2197
94032,2218493.923,2537.5
94033,2015643.5,2485.199997
94034,2441291.093,1090
94035,737212.9307,2470.699997
94036,1954411.429,
94037,2512104.677,480
94038,363954.3534,2149
94039,169060.9857,
94040,881226.1799,4340
94041,740719.5819,970
94042,961992.8808,2365
94043,1027276.767,2512.700001
94044,3237605.785,1000
94045,523069.3483,
94046,1293047.434,2496.599998
94047,3268844.934,2403
94048,3284400.358,2508.900002
94049,729560.826,2312
94050,647775.4882,1930
94051,1068869.37,45550
94052,337094.4969,
94053,2537280.786,23050
94054,2215384.515,2374
94055,1201926.086,2529.200001
94056,1921570.659,10750
94057,1899143.482,2547.91
94058,907337.5917,2320
94059,449220.387,1754
94060,275419.6161,1755
94061,751050.3534,2505.700001
94062,2122930.636,590039
94063,1004037.013,
94064,2923701.888,2259
94065,484268.5266,2311
94066,1018081.338,2542.2
94067,616478.2108,1150
94068,1260390.547,
94069,887071.8189,1310
94070,2539439.118,2497.200001
94071,633409.1849,
94072,1480264.865,5140
94073,924746.7402,2244
94074,2215122.503,
94075,289611.689,2521
94076,2229018.723,2050
94077,615254.0779,1913
94078,533884.462,1801
94079,508576.4639,2375
94080,511965.9212,720
94081,40999.89759,2488.599998
94082,2206289.633,820
94083,971286.3051,2521
94084,3624236.573,2172
94085,2593040.322,2234
94086,3118757.278,2399
94087,541382.5554,2496.099998
94088,409787.2134,2194
94089,710641.3997,2542.51
94090,2749729.861,2491.400002
94091,279351.2657,1763
94092,2473033.277,870
94093,477446.9541,2311
94094,2203308.809,34450
94095,898433.3527,2320
94096,2919795.401,2542.23
94097,685297.188,840
94098,813040.8035,18150
94099,624653.1119,2325
94100,2684623.326,2488.099998
94101,859111.945,2459.300003
94102,230010.3307,2510.099998
94103,693911.8667,
94104,843884.3704,2534.2
94105,2248067.704,1853
94106,2513355.839,2409
94107,2689017.843,
94108,170768.4523,1962
94109,576742.0405,1717
94110,496318.8194,2431
94111,2668980.293,2467.099998
94112,1736520.767,510
94113,1860947.137,6490
94114,1810249.461,12950
94115,891939.9665,2368
94116,957342.1529,1320
94117,744772.2168,2522.799999
94118,702505.1033,2367
94119,889370.8491,2407
94120,2098129.882,2386
94121,1575328.831,1610
94122,397877.2626,1736.799988
94123,639448.8872,
94124,1000321.099,3940
94125,2121959.588,700
94126,2501672.275,23150
94127,473661.7714,1360
94128,954096.7907,2447
94129,354647.9175,2269
94130,329114.6085,41550
94131,297528.0125,
94132,2709967.21,2527.1
94133,2368829.956,1618
94134,1117581.56,
94135,619228.0851,17450
94136,728556.0411,2549.46
94137,427487.9672,1340
94138,2172617.998,540
94139,2055005.455,8750
94140,2473243.823,2239
94141,2132101.783,910
94142,996478.1196,
94143,756175.6121,1594
94144,733160.459,
94145,753779.0266,840
94146,1949224.146,2312
94147,985861.4087,2549.03
94148,2667523.368,2488.599998
94149,882027.5333,2160
94150,593533.7442,2304
94151,746515.2644,1664
94152,2745388.665,16350
94153,3209025.48,2451.599998
94154,777800.0536,15850
94155,1267472.042,
94156,1022422.607,2252
94157,832297.7768,2525.299999
94158,945273.2238,110
94159,1245050.604,17750
94160,928465.3131,2162
94161,1000686.32,560
94162,877689.6362,2255
94163,2615081.399,2165
94164,1994527.936,1915
94165,489284.7944,920
94166,2578461.837,400
94167,1065509.9,2495.599998
94168,3170570.9,2402
94169,799297.9228,1745
94170,2430057.155,310
94171,737614.3274,2470
94172,2195689.529,2382
94173,1975562.459,870
94174,2288778.168,2293
